"","Request.id","Pickup.point","Driver.id","Status","Request.date","Request.time","Drop.date","Drop.time","Req_weekdays","Drop_weekdays","Req.hrs","drop.hrs","timeSlot","triptime","supply_demand"
"2398",5145,"City","251","Trip Completed","2016-07-14","20:19:57","2016-07-14","21:24:08","Thu","Thu",21,"21","Late-evening",64.1833333333333,"Supply Airport"
"2399",5586,"City","251","Trip Completed","2016-07-15","05:56:46","2016-07-15","06:33:06","Fri","Fri",6,"06","Morning",36.3333333333333,"Supply Airport"
"2400",6000,"Airport","251","Trip Completed","2016-07-15","12:04:14","2016-07-15","12:35:31","Fri","Fri",13,"12","Afternoon",31.2833333333333,"Supply City"
"2401",6488,"City","251","Trip Completed","2016-07-15","20:24:57","2016-07-15","21:27:20","Fri","Fri",21,"21","Late-evening",62.3833333333333,"Supply Airport"
"2402",6757,"Airport","251","Trip Completed","2016-07-15","23:59:58","2016-07-16","00:30:17","Fri","Sat",24,"00","Late-evening",30.3166666666667,"Supply City"
"2403",183,"City","252","Trip Completed","2016-07-11","05:49:00","2016-07-11","06:29:00","Mon","Mon",6,"06","Morning",40,"Supply Airport"
"2404",1210,"Airport","252","Trip Completed","2016-07-11","21:24:00","2016-07-11","22:33:00","Mon","Mon",22,"22","Late-evening",69,"Supply City"
"2405",1382,"City","252","Trip Completed","2016-07-12","01:03:00","2016-07-12","01:38:00","Tue","Tue",2,"01","Early Morning",35,"Supply Airport"
"2406",1899,"City","252","Trip Completed","2016-07-12","10:26:00","2016-07-12","11:32:00","Tue","Tue",11,"11","Morning",66,"Supply Airport"
"2407",3369,"City","252","Trip Completed","2016-07-13","13:55:29","2016-07-13","14:46:54","Wed","Wed",14,"14","Afternoon",51.4166666666667,"Supply Airport"
"2408",4498,"City","252","Trip Completed","2016-07-14","09:08:30","2016-07-14","09:56:04","Thu","Thu",10,"09","Morning",47.5666666666667,"Supply Airport"
"2409",5947,"Airport","252","Trip Completed","2016-07-15","10:33:30","2016-07-15","11:19:40","Fri","Fri",11,"11","Morning",46.1666666666667,"Supply City"
"2410",6141,"Airport","252","Trip Completed","2016-07-15","15:53:16","2016-07-15","16:27:26","Fri","Fri",16,"16","Evening",34.1666666666667,"Supply City"
"2411",382,"City","253","Trip Completed","2016-07-11","08:17:00","2016-07-11","09:11:00","Mon","Mon",9,"09","Morning",54,"Supply Airport"
"2412",2035,"City","253","Trip Completed","2016-07-12","14:15:00","2016-07-12","15:06:00","Tue","Tue",15,"15","Evening",51,"Supply Airport"
"2413",2762,"Airport","253","Trip Completed","2016-07-13","03:55:54","2016-07-13","04:42:24","Wed","Wed",4,"04","Early Morning",46.5,"Supply City"
"2414",2857,"City","253","Trip Completed","2016-07-13","05:35:41","2016-07-13","06:24:51","Wed","Wed",6,"06","Morning",49.1666666666667,"Supply Airport"
"2415",3236,"City","253","Trip Completed","2016-07-13","10:08:03","2016-07-13","11:13:38","Wed","Wed",11,"11","Morning",65.5833333333333,"Supply Airport"
"2416",5056,"Airport","253","Trip Completed","2016-07-14","19:26:06","2016-07-14","19:55:39","Thu","Thu",20,"19","Late-evening",29.55,"Supply City"
"2417",6221,"City","253","Trip Completed","2016-07-15","17:35:58","2016-07-15","18:14:48","Fri","Fri",18,"18","Late-evening",38.8333333333333,"Supply Airport"
"2418",329,"Airport","254","Trip Completed","2016-07-11","07:42:00","2016-07-11","08:49:00","Mon","Mon",8,"08","Morning",67,"Supply City"
"2419",465,"City","254","Trip Completed","2016-07-11","09:15:00","2016-07-11","09:55:00","Mon","Mon",10,"09","Morning",40,"Supply Airport"
"2420",650,"City","254","Trip Completed","2016-07-11","12:42:00","2016-07-11","13:56:00","Mon","Mon",13,"13","Afternoon",74,"Supply Airport"
"2421",900,"Airport","254","Trip Completed","2016-07-11","18:13:00","2016-07-11","18:51:00","Mon","Mon",19,"18","Late-evening",38,"Supply City"
"2422",1309,"City","254","Trip Completed","2016-07-11","22:40:00","2016-07-11","23:15:00","Mon","Mon",23,"23","Late-evening",35,"Supply Airport"
"2423",2340,"Airport","254","Trip Completed","2016-07-12","19:16:00","2016-07-12","19:48:00","Tue","Tue",20,"19","Late-evening",32,"Supply City"
"2424",4043,"City","254","Trip Completed","2016-07-14","00:42:59","2016-07-14","01:51:34","Thu","Thu",1,"01","Early Morning",68.5833333333333,"Supply Airport"
"2425",4264,"City","254","Trip Completed","2016-07-14","06:15:08","2016-07-14","06:56:01","Thu","Thu",7,"06","Morning",40.8833333333333,"Supply Airport"
"2426",4788,"City","254","Trip Completed","2016-07-14","16:39:13","2016-07-14","17:11:23","Thu","Thu",17,"17","Evening",32.1666666666667,"Supply Airport"
"2427",6046,"City","254","Trip Completed","2016-07-15","13:20:59","2016-07-15","14:15:15","Fri","Fri",14,"14","Afternoon",54.2666666666667,"Supply Airport"
"2428",6182,"City","254","Trip Completed","2016-07-15","17:06:36","2016-07-15","18:24:22","Fri","Fri",18,"18","Late-evening",77.7666666666667,"Supply Airport"
"2429",66,"City","255","Trip Completed","2016-07-11","04:21:00","2016-07-11","04:54:00","Mon","Mon",5,"04","Early Morning",33,"Supply Airport"
"2430",688,"Airport","255","Trip Completed","2016-07-11","13:41:00","2016-07-11","14:27:00","Mon","Mon",14,"14","Afternoon",46,"Supply City"
"2431",1924,"City","255","Trip Completed","2016-07-12","11:02:00","2016-07-12","11:44:00","Tue","Tue",12,"11","Afternoon",42,"Supply Airport"
"2432",2463,"City","255","Trip Completed","2016-07-12","20:33:00","2016-07-12","21:35:00","Tue","Tue",21,"21","Late-evening",62,"Supply Airport"
"2433",3679,"Airport","255","Trip Completed","2016-07-13","19:30:32","2016-07-13","20:12:19","Wed","Wed",20,"20","Late-evening",41.7833333333333,"Supply City"
"2434",4351,"Airport","255","Trip Completed","2016-07-14","07:24:48","2016-07-14","08:17:53","Thu","Thu",8,"08","Morning",53.0833333333333,"Supply City"
"2435",4699,"City","255","Trip Completed","2016-07-14","13:10:12","2016-07-14","14:15:40","Thu","Thu",14,"14","Afternoon",65.4666666666667,"Supply Airport"
"2436",5313,"Airport","255","Trip Completed","2016-07-14","22:02:14","2016-07-14","22:44:00","Thu","Thu",23,"22","Late-evening",41.7666666666667,"Supply City"
"2437",100,"City","256","Trip Completed","2016-07-11","05:00:00","2016-07-11","05:47:00","Mon","Mon",6,"05","Morning",47,"Supply Airport"
"2438",1129,"Airport","256","Trip Completed","2016-07-11","20:27:00","2016-07-11","21:35:00","Mon","Mon",21,"21","Late-evening",68,"Supply City"
"2439",2560,"City","256","Trip Completed","2016-07-12","21:29:00","2016-07-12","22:10:00","Tue","Tue",22,"22","Late-evening",41,"Supply Airport"
"2440",2662,"Airport","256","Trip Completed","2016-07-12","23:22:00","2016-07-13","00:12:32","Tue","Wed",24,"00","Late-evening",50.5333333333333,"Supply City"
"2441",2959,"Airport","256","Trip Completed","2016-07-13","06:40:58","2016-07-13","07:37:12","Wed","Wed",7,"07","Morning",56.2333333333333,"Supply City"
"2442",4747,"City","256","Trip Completed","2016-07-14","15:10:47","2016-07-14","16:12:19","Thu","Thu",16,"16","Evening",61.5333333333333,"Supply Airport"
"2443",5481,"City","256","Trip Completed","2016-07-15","04:48:19","2016-07-15","05:31:32","Fri","Fri",5,"05","Early Morning",43.2166666666667,"Supply Airport"
"2444",6089,"City","256","Trip Completed","2016-07-15","14:36:44","2016-07-15","15:36:20","Fri","Fri",15,"15","Evening",59.6,"Supply Airport"
"2445",1310,"City","257","Trip Completed","2016-07-11","22:45:00","2016-07-11","23:36:00","Mon","Mon",23,"23","Late-evening",51,"Supply Airport"
"2446",1497,"City","257","Trip Completed","2016-07-12","05:34:00","2016-07-12","06:45:00","Tue","Tue",6,"06","Morning",71,"Supply Airport"
"2447",3154,"City","257","Trip Completed","2016-07-13","09:06:18","2016-07-13","10:18:32","Wed","Wed",10,"10","Morning",72.2333333333333,"Supply Airport"
"2448",3263,"Airport","257","Trip Completed","2016-07-13","10:21:25","2016-07-13","11:35:02","Wed","Wed",11,"11","Morning",73.6166666666667,"Supply City"
"2449",4377,"City","257","Trip Completed","2016-07-14","07:46:59","2016-07-14","08:10:56","Thu","Thu",8,"08","Morning",23.95,"Supply Airport"
"2450",6158,"Airport","257","Trip Completed","2016-07-15","16:34:16","2016-07-15","17:50:14","Fri","Fri",17,"17","Evening",75.9666666666667,"Supply City"
"2451",6471,"Airport","257","Trip Completed","2016-07-15","20:17:06","2016-07-15","21:31:02","Fri","Fri",21,"21","Late-evening",73.9333333333333,"Supply City"
"2452",6719,"City","257","Trip Completed","2016-07-15","23:17:35","2016-07-15","23:49:25","Fri","Fri",24,"23","Late-evening",31.8333333333333,"Supply Airport"
"2453",663,"Airport","258","Trip Completed","2016-07-11","12:58:00","2016-07-11","13:50:00","Mon","Mon",13,"13","Afternoon",52,"Supply City"
"2454",1059,"Airport","258","Trip Completed","2016-07-11","19:49:00","2016-07-11","21:03:00","Mon","Mon",20,"21","Late-evening",74,"Supply City"
"2455",1279,"City","258","Trip Completed","2016-07-11","22:11:00","2016-07-11","22:36:00","Mon","Mon",23,"22","Late-evening",25,"Supply Airport"
"2456",2683,"City","258","Trip Completed","2016-07-12","00:11:00","2016-07-12","00:52:00","Tue","Tue",1,"00","Early Morning",41,"Supply Airport"
"2457",1940,"Airport","258","Trip Completed","2016-07-12","11:20:00","2016-07-12","12:37:00","Tue","Tue",12,"12","Afternoon",77,"Supply City"
"2458",3420,"City","258","Trip Completed","2016-07-13","15:41:05","2016-07-13","16:19:11","Wed","Wed",16,"16","Evening",38.1,"Supply Airport"
"2459",3905,"City","258","Trip Completed","2016-07-13","22:06:13","2016-07-13","22:48:54","Wed","Wed",23,"22","Late-evening",42.6833333333333,"Supply Airport"
"2460",4665,"City","258","Trip Completed","2016-07-14","12:21:00","2016-07-14","13:13:27","Thu","Thu",13,"13","Afternoon",52.45,"Supply Airport"
"2461",5970,"City","258","Trip Completed","2016-07-15","11:03:10","2016-07-15","12:00:31","Fri","Fri",12,"12","Afternoon",57.35,"Supply Airport"
"2462",6232,"City","258","Trip Completed","2016-07-15","17:44:41","2016-07-15","18:52:00","Fri","Fri",18,"18","Late-evening",67.3166666666667,"Supply Airport"
"2463",694,"City","259","Trip Completed","2016-07-11","13:46:00","2016-07-11","14:29:00","Mon","Mon",14,"14","Afternoon",43,"Supply Airport"
"2464",1515,"City","259","Trip Completed","2016-07-12","05:45:00","2016-07-12","06:20:00","Tue","Tue",6,"06","Morning",35,"Supply Airport"
"2465",1581,"Airport","259","Trip Completed","2016-07-12","06:27:00","2016-07-12","07:27:00","Tue","Tue",7,"07","Morning",60,"Supply City"
"2466",3006,"City","259","Trip Completed","2016-07-13","07:14:14","2016-07-13","08:29:02","Wed","Wed",8,"08","Morning",74.8,"Supply Airport"
"2467",3271,"Airport","259","Trip Completed","2016-07-13","10:28:11","2016-07-13","11:42:50","Wed","Wed",11,"11","Morning",74.65,"Supply City"
"2468",4879,"Airport","259","Trip Completed","2016-07-14","17:49:21","2016-07-14","18:35:46","Thu","Thu",18,"18","Late-evening",46.4166666666667,"Supply City"
"2469",5276,"City","259","Trip Completed","2016-07-14","21:35:46","2016-07-14","22:47:26","Thu","Thu",22,"22","Late-evening",71.6666666666667,"Supply Airport"
"2470",6658,"Airport","259","Trip Completed","2016-07-15","22:15:02","2016-07-15","23:12:18","Fri","Fri",23,"23","Late-evening",57.2666666666667,"Supply City"
"2471",394,"Airport","260","Trip Completed","2016-07-11","08:22:00","2016-07-11","08:59:00","Mon","Mon",9,"08","Morning",37,"Supply City"
"2472",1442,"Airport","260","Trip Completed","2016-07-12","04:49:00","2016-07-12","05:42:00","Tue","Tue",5,"05","Early Morning",53,"Supply City"
"2473",3274,"Airport","260","Trip Completed","2016-07-13","10:36:59","2016-07-13","11:35:02","Wed","Wed",11,"11","Morning",58.05,"Supply City"
"2474",5051,"Airport","260","Trip Completed","2016-07-14","19:21:59","2016-07-14","20:14:02","Thu","Thu",20,"20","Late-evening",52.05,"Supply City"
"2475",5345,"Airport","260","Trip Completed","2016-07-14","22:43:48","2016-07-14","23:40:58","Thu","Thu",23,"23","Late-evening",57.1666666666667,"Supply City"
"2476",6499,"City","260","Trip Completed","2016-07-15","20:35:13","2016-07-15","21:17:15","Fri","Fri",21,"21","Late-evening",42.0333333333333,"Supply Airport"
"2477",273,"Airport","261","Trip Completed","2016-07-11","06:51:00","2016-07-11","07:55:00","Mon","Mon",7,"07","Morning",64,"Supply City"
"2478",794,"City","261","Trip Completed","2016-07-11","17:04:00","2016-07-11","17:52:00","Mon","Mon",18,"17","Late-evening",48,"Supply Airport"
"2479",1044,"City","261","Trip Completed","2016-07-11","19:35:00","2016-07-11","20:18:00","Mon","Mon",20,"20","Late-evening",43,"Supply Airport"
"2480",1629,"Airport","261","Trip Completed","2016-07-12","07:04:00","2016-07-12","07:55:00","Tue","Tue",8,"07","Morning",51,"Supply City"
"2481",2050,"Airport","261","Trip Completed","2016-07-12","14:50:00","2016-07-12","15:37:00","Tue","Tue",15,"15","Evening",47,"Supply City"
"2482",2209,"City","261","Trip Completed","2016-07-12","17:55:00","2016-07-12","18:40:00","Tue","Tue",18,"18","Late-evening",45,"Supply Airport"
"2483",2953,"City","261","Trip Completed","2016-07-13","06:39:32","2016-07-13","07:55:18","Wed","Wed",7,"07","Morning",75.7666666666667,"Supply Airport"
"2484",3508,"City","261","Trip Completed","2016-07-13","17:41:23","2016-07-13","18:46:32","Wed","Wed",18,"18","Late-evening",65.15,"Supply Airport"
"2485",4674,"City","261","Trip Completed","2016-07-14","12:37:09","2016-07-14","13:21:51","Thu","Thu",13,"13","Afternoon",44.7,"Supply Airport"
"2486",5786,"City","261","Trip Completed","2016-07-15","08:30:58","2016-07-15","09:32:17","Fri","Fri",9,"09","Morning",61.3166666666667,"Supply Airport"
"2487",6017,"Airport","261","Trip Completed","2016-07-15","12:38:02","2016-07-15","13:49:54","Fri","Fri",13,"13","Afternoon",71.8666666666667,"Supply City"
"2488",6613,"City","261","Trip Completed","2016-07-15","21:46:33","2016-07-15","22:26:15","Fri","Fri",22,"22","Late-evening",39.7,"Supply Airport"
"2489",361,"City","262","Trip Completed","2016-07-11","08:05:00","2016-07-11","08:48:00","Mon","Mon",9,"08","Morning",43,"Supply Airport"
"2490",1101,"City","262","Trip Completed","2016-07-11","20:07:00","2016-07-11","21:01:00","Mon","Mon",21,"21","Late-evening",54,"Supply Airport"
"2491",1272,"Airport","262","Trip Completed","2016-07-11","22:00:00","2016-07-11","22:56:00","Mon","Mon",23,"22","Late-evening",56,"Supply City"
"2492",2106,"City","262","Trip Completed","2016-07-12","16:14:00","2016-07-12","16:55:00","Tue","Tue",17,"16","Evening",41,"Supply Airport"
"2493",2584,"Airport","262","Trip Completed","2016-07-12","21:43:00","2016-07-12","22:36:00","Tue","Tue",22,"22","Late-evening",53,"Supply City"
"2494",3305,"City","262","Trip Completed","2016-07-13","11:53:29","2016-07-13","12:50:46","Wed","Wed",12,"12","Afternoon",57.2833333333333,"Supply Airport"
"2495",4733,"City","262","Trip Completed","2016-07-14","14:26:10","2016-07-14","15:21:15","Thu","Thu",15,"15","Evening",55.0833333333333,"Supply Airport"
"2496",6124,"Airport","262","Trip Completed","2016-07-15","15:30:45","2016-07-15","16:07:30","Fri","Fri",16,"16","Evening",36.75,"Supply City"
"2497",751,"Airport","263","Trip Completed","2016-07-11","16:00:00","2016-07-11","16:33:00","Mon","Mon",17,"16","Evening",33,"Supply City"
"2498",992,"City","263","Trip Completed","2016-07-11","19:00:00","2016-07-11","20:12:00","Mon","Mon",20,"20","Late-evening",72,"Supply Airport"
"2499",1247,"Airport","263","Trip Completed","2016-07-11","21:51:00","2016-07-11","22:47:00","Mon","Mon",22,"22","Late-evening",56,"Supply City"
"2500",1465,"City","263","Trip Completed","2016-07-12","04:59:00","2016-07-12","06:17:00","Tue","Tue",5,"06","Early Morning",78,"Supply Airport"
"2501",1686,"City","263","Trip Completed","2016-07-12","07:49:00","2016-07-12","09:02:00","Tue","Tue",8,"09","Morning",73,"Supply Airport"
"2502",2642,"City","263","Trip Completed","2016-07-12","22:33:00","2016-07-12","23:34:00","Tue","Tue",23,"23","Late-evening",61,"Supply Airport"
"2503",2907,"Airport","263","Trip Completed","2016-07-13","06:05:43","2016-07-13","07:11:55","Wed","Wed",7,"07","Morning",66.2,"Supply City"
"2504",3408,"City","263","Trip Completed","2016-07-13","15:27:17","2016-07-13","16:17:36","Wed","Wed",16,"16","Evening",50.3166666666667,"Supply Airport"
"2505",4488,"City","263","Trip Completed","2016-07-14","08:59:00","2016-07-14","09:34:51","Thu","Thu",9,"09","Morning",35.85,"Supply Airport"
"2506",6470,"City","263","Trip Completed","2016-07-15","20:17:05","2016-07-15","21:16:02","Fri","Fri",21,"21","Late-evening",58.95,"Supply Airport"
"2507",5,"Airport","264","Trip Completed","2016-07-11","00:36:00","2016-07-11","01:35:00","Mon","Mon",1,"01","Early Morning",59,"Supply City"
"2508",374,"Airport","264","Trip Completed","2016-07-11","08:10:00","2016-07-11","09:03:00","Mon","Mon",9,"09","Morning",53,"Supply City"
"2509",721,"City","264","Trip Completed","2016-07-11","14:56:00","2016-07-11","15:46:00","Mon","Mon",15,"15","Evening",50,"Supply Airport"
"2510",1130,"City","264","Trip Completed","2016-07-11","20:27:00","2016-07-11","21:42:00","Mon","Mon",21,"21","Late-evening",75,"Supply Airport"
"2511",2449,"Airport","264","Trip Completed","2016-07-12","20:26:00","2016-07-12","21:15:00","Tue","Tue",21,"21","Late-evening",49,"Supply City"
"2512",3755,"Airport","264","Trip Completed","2016-07-13","20:33:45","2016-07-13","21:34:37","Wed","Wed",21,"21","Late-evening",60.8666666666667,"Supply City"
"2513",4521,"City","264","Trip Completed","2016-07-14","09:15:54","2016-07-14","10:32:27","Thu","Thu",10,"10","Morning",76.55,"Supply Airport"
"2514",4977,"City","264","Trip Completed","2016-07-14","18:44:08","2016-07-14","19:24:02","Thu","Thu",19,"19","Late-evening",39.9,"Supply Airport"
"2515",94,"City","265","Trip Completed","2016-07-11","04:59:00","2016-07-11","05:58:00","Mon","Mon",5,"05","Early Morning",59,"Supply Airport"
"2516",1197,"City","265","Trip Completed","2016-07-11","21:11:00","2016-07-11","22:01:00","Mon","Mon",22,"22","Late-evening",50,"Supply Airport"
"2517",1633,"Airport","265","Trip Completed","2016-07-12","07:07:00","2016-07-12","08:07:00","Tue","Tue",8,"08","Morning",60,"Supply City"
"2518",1930,"City","265","Trip Completed","2016-07-12","11:14:00","2016-07-12","12:13:00","Tue","Tue",12,"12","Afternoon",59,"Supply Airport"
"2519",6451,"City","265","Trip Completed","2016-07-15","20:07:23","2016-07-15","21:05:28","Fri","Fri",21,"21","Late-evening",58.0833333333333,"Supply Airport"
"2520",389,"City","266","Trip Completed","2016-07-11","08:20:00","2016-07-11","09:17:00","Mon","Mon",9,"09","Morning",57,"Supply Airport"
"2521",712,"Airport","266","Trip Completed","2016-07-11","14:31:00","2016-07-11","15:01:00","Mon","Mon",15,"15","Evening",30,"Supply City"
"2522",972,"Airport","266","Trip Completed","2016-07-11","18:52:00","2016-07-11","19:44:00","Mon","Mon",19,"19","Late-evening",52,"Supply City"
"2523",1811,"City","266","Trip Completed","2016-07-12","09:14:00","2016-07-12","10:07:00","Tue","Tue",10,"10","Morning",53,"Supply Airport"
"2524",2126,"City","266","Trip Completed","2016-07-12","16:52:00","2016-07-12","18:02:00","Tue","Tue",17,"18","Evening",70,"Supply Airport"
"2525",3383,"City","266","Trip Completed","2016-07-13","14:26:01","2016-07-13","15:07:07","Wed","Wed",15,"15","Evening",41.1,"Supply Airport"
"2526",3594,"City","266","Trip Completed","2016-07-13","18:31:35","2016-07-13","19:39:13","Wed","Wed",19,"19","Late-evening",67.6333333333333,"Supply Airport"
"2527",4337,"City","266","Trip Completed","2016-07-14","07:10:55","2016-07-14","07:42:17","Thu","Thu",8,"07","Morning",31.3666666666667,"Supply Airport"
"2528",4694,"Airport","266","Trip Completed","2016-07-14","13:01:58","2016-07-14","13:38:15","Thu","Thu",14,"13","Afternoon",36.2833333333333,"Supply City"
"2529",5891,"Airport","266","Trip Completed","2016-07-15","09:37:46","2016-07-15","10:34:23","Fri","Fri",10,"10","Morning",56.6166666666667,"Supply City"
"2530",6035,"Airport","266","Trip Completed","2016-07-15","12:59:50","2016-07-15","13:51:26","Fri","Fri",13,"13","Afternoon",51.6,"Supply City"
"2531",2604,"City","267","Trip Completed","2016-07-12","22:05:00","2016-07-12","22:51:00","Tue","Tue",23,"22","Late-evening",46,"Supply Airport"
"2532",2761,"City","267","Trip Completed","2016-07-13","03:55:10","2016-07-13","05:06:41","Wed","Wed",4,"05","Early Morning",71.5166666666667,"Supply Airport"
"2533",3496,"Airport","267","Trip Completed","2016-07-13","17:37:32","2016-07-13","18:33:37","Wed","Wed",18,"18","Late-evening",56.0833333333333,"Supply City"
"2534",4950,"City","267","Trip Completed","2016-07-14","18:29:55","2016-07-14","19:24:59","Thu","Thu",19,"19","Late-evening",55.0666666666667,"Supply Airport"
"2535",6762,"Airport","267","Trip Completed","2016-07-15","00:07:29","2016-07-15","00:52:50","Fri","Fri",1,"00","Early Morning",45.35,"Supply City"
"2536",5825,"Airport","267","Trip Completed","2016-07-15","08:54:52","2016-07-15","09:52:31","Fri","Fri",9,"09","Morning",57.65,"Supply City"
"2537",251,"Airport","268","Trip Completed","2016-07-11","06:36:00","2016-07-11","07:08:00","Mon","Mon",7,"07","Morning",32,"Supply City"
"2538",618,"City","268","Trip Completed","2016-07-11","12:01:00","2016-07-11","13:03:00","Mon","Mon",13,"13","Afternoon",62,"Supply Airport"
"2539",1595,"Airport","268","Trip Completed","2016-07-12","06:34:00","2016-07-12","07:10:00","Tue","Tue",7,"07","Morning",36,"Supply City"
"2540",2087,"Airport","268","Trip Completed","2016-07-12","15:49:00","2016-07-12","16:56:00","Tue","Tue",16,"16","Evening",67,"Supply City"
"2541",3334,"Airport","268","Trip Completed","2016-07-13","12:35:31","2016-07-13","13:30:18","Wed","Wed",13,"13","Afternoon",54.7833333333333,"Supply City"
"2542",3950,"City","268","Trip Completed","2016-07-13","22:41:50","2016-07-13","23:34:24","Wed","Wed",23,"23","Late-evening",52.5666666666667,"Supply Airport"
"2543",4378,"City","268","Trip Completed","2016-07-14","07:36:48","2016-07-14","08:22:15","Thu","Thu",8,"08","Morning",45.45,"Supply Airport"
"2544",4714,"City","268","Trip Completed","2016-07-14","13:30:24","2016-07-14","14:04:20","Thu","Thu",14,"14","Afternoon",33.9333333333333,"Supply Airport"
"2545",4777,"City","268","Trip Completed","2016-07-14","16:21:08","2016-07-14","16:52:28","Thu","Thu",17,"16","Evening",31.3333333333333,"Supply Airport"
"2546",5619,"Airport","268","Trip Completed","2016-07-15","06:30:21","2016-07-15","07:39:36","Fri","Fri",7,"07","Morning",69.25,"Supply City"
"2547",6649,"Airport","268","Trip Completed","2016-07-15","22:07:56","2016-07-15","23:23:44","Fri","Fri",23,"23","Late-evening",75.8,"Supply City"
"2548",596,"City","269","Trip Completed","2016-07-11","11:30:00","2016-07-11","12:28:00","Mon","Mon",12,"12","Afternoon",58,"Supply Airport"
"2549",910,"Airport","269","Trip Completed","2016-07-11","18:21:00","2016-07-11","19:01:00","Mon","Mon",19,"19","Late-evening",40,"Supply City"
"2550",1751,"Airport","269","Trip Completed","2016-07-12","08:39:00","2016-07-12","09:29:00","Tue","Tue",9,"09","Morning",50,"Supply City"
"2551",1952,"City","269","Trip Completed","2016-07-12","11:30:00","2016-07-12","12:21:00","Tue","Tue",12,"12","Afternoon",51,"Supply Airport"
"2552",2814,"City","269","Trip Completed","2016-07-13","05:09:48","2016-07-13","06:08:39","Wed","Wed",6,"06","Morning",58.85,"Supply Airport"
"2553",3425,"City","269","Trip Completed","2016-07-13","15:52:00","2016-07-13","16:23:36","Wed","Wed",16,"16","Evening",31.6,"Supply Airport"
"2554",4525,"Airport","269","Trip Completed","2016-07-14","09:27:27","2016-07-14","10:18:27","Thu","Thu",10,"10","Morning",51,"Supply City"
"2555",4661,"City","269","Trip Completed","2016-07-14","12:20:51","2016-07-14","12:57:06","Thu","Thu",13,"12","Afternoon",36.25,"Supply Airport"
"2556",5533,"City","269","Trip Completed","2016-07-15","05:20:37","2016-07-15","06:25:46","Fri","Fri",6,"06","Morning",65.15,"Supply Airport"
"2557",6101,"City","269","Trip Completed","2016-07-15","14:52:02","2016-07-15","16:03:55","Fri","Fri",15,"16","Evening",71.8833333333333,"Supply Airport"
"2558",95,"Airport","270","Trip Completed","2016-07-11","04:54:00","2016-07-11","06:03:00","Mon","Mon",5,"06","Early Morning",69,"Supply City"
"2559",944,"City","270","Trip Completed","2016-07-11","18:35:00","2016-07-11","19:09:00","Mon","Mon",19,"19","Late-evening",34,"Supply Airport"
"2560",1066,"Airport","270","Trip Completed","2016-07-11","19:58:00","2016-07-11","20:51:00","Mon","Mon",20,"20","Late-evening",53,"Supply City"
"2561",1592,"City","270","Trip Completed","2016-07-12","06:37:00","2016-07-12","07:48:00","Tue","Tue",7,"07","Morning",71,"Supply Airport"
"2562",2461,"Airport","270","Trip Completed","2016-07-12","20:32:00","2016-07-12","21:32:00","Tue","Tue",21,"21","Late-evening",60,"Supply City"
"2563",3039,"Airport","270","Trip Completed","2016-07-13","07:34:49","2016-07-13","08:14:35","Wed","Wed",8,"08","Morning",39.7666666666667,"Supply City"
"2564",3768,"City","270","Trip Completed","2016-07-13","20:39:10","2016-07-13","21:24:14","Wed","Wed",21,"21","Late-evening",45.0666666666667,"Supply Airport"
"2565",4277,"City","270","Trip Completed","2016-07-14","06:22:48","2016-07-14","07:19:20","Thu","Thu",7,"07","Morning",56.5333333333333,"Supply Airport"
"2566",4658,"City","270","Trip Completed","2016-07-14","12:08:47","2016-07-14","13:05:45","Thu","Thu",13,"13","Afternoon",56.9666666666667,"Supply Airport"
"2567",6111,"City","270","Trip Completed","2016-07-15","15:03:22","2016-07-15","16:15:36","Fri","Fri",16,"16","Evening",72.2333333333333,"Supply Airport"
"2568",559,"City","271","Trip Completed","2016-07-11","10:14:00","2016-07-11","11:03:00","Mon","Mon",11,"11","Morning",49,"Supply Airport"
"2569",860,"City","271","Trip Completed","2016-07-11","17:56:00","2016-07-11","18:39:00","Mon","Mon",18,"18","Late-evening",43,"Supply Airport"
"2570",1724,"City","271","Trip Completed","2016-07-12","08:19:00","2016-07-12","09:27:00","Tue","Tue",9,"09","Morning",68,"Supply Airport"
"2571",4409,"City","271","Trip Completed","2016-07-14","08:10:55","2016-07-14","09:17:44","Thu","Thu",9,"09","Morning",66.8166666666667,"Supply Airport"
"2572",5534,"City","271","Trip Completed","2016-07-15","05:20:08","2016-07-15","05:54:26","Fri","Fri",6,"05","Morning",34.3,"Supply Airport"
"2573",5908,"Airport","271","Trip Completed","2016-07-15","09:56:21","2016-07-15","11:08:19","Fri","Fri",10,"11","Morning",71.9666666666667,"Supply City"
"2574",597,"Airport","272","Trip Completed","2016-07-11","11:30:00","2016-07-11","12:12:00","Mon","Mon",12,"12","Afternoon",42,"Supply City"
"2575",1417,"City","272","Trip Completed","2016-07-12","03:37:00","2016-07-12","04:09:00","Tue","Tue",4,"04","Early Morning",32,"Supply Airport"
"2576",1714,"Airport","272","Trip Completed","2016-07-12","08:14:00","2016-07-12","09:22:00","Tue","Tue",9,"09","Morning",68,"Supply City"
"2577",1919,"City","272","Trip Completed","2016-07-12","10:59:00","2016-07-12","12:13:00","Tue","Tue",11,"12","Morning",74,"Supply Airport"
"2578",3256,"Airport","272","Trip Completed","2016-07-13","10:08:03","2016-07-13","10:48:29","Wed","Wed",11,"10","Morning",40.4333333333333,"Supply City"
